;account_id;name;real_name;sticker;autograph;chatwheels;bundles;language
24;5448108;Fogged;Ioannis Loucas;36936;2454;401948;36937,36938,36939,36940;english
24;5448108;Fogged;Ioannis Loucas;36936;2454;401949;36937,36938,36939,36940;english
25;9332911;Pyrion Flax;Ted Forsyth;36433;2455;401950;36941,36942,36943,36944;english
25;9332911;Pyrion Flax;Ted Forsyth;36433;2455;401951;36941,36942,36943,36944;english
26;32995405;Wagamama;Niklas Högström;36434;2456;402051;36945,36946,36947,36948;english
26;32995405;Wagamama;Niklas Högström;36434;2456;402052;36945,36946,36947,36948;english
27;68186278;SirActionSlacks;Jacob Kanner;36435;2457;402015;36949,36950,36951,36952;english
27;68186278;SirActionSlacks;Jacob Kanner;36435;2457;402016;36949,36950,36951,36952;english
28;87024653;MLPDotA;Mkrdich Zobouian;36436;2422;402017;36437,36438,36439,36440;english
28;87024653;MLPDotA;Mkrdich Zobouian;36436;2422;402018;36437,36438,36439,36440;english
29;94155156;Fly;Tal Aizik;36442;2459;402021;36957,36958,36959,36960;english
29;94155156;Fly;Tal Aizik;36442;2459;402022;36957,36958,36959,36960;english
30;110155287;lizZard;Admir Salkanović;36445;2462;402027;36969,36970,36971,36972;english
30;110155287;lizZard;Admir Salkanović;36445;2462;402028;36969,36970,36971,36972;english
31;126212866;SaberLight;Jonas Volek;36449;2467;402035;36990,36991,36992,36993;english
31;126212866;SaberLight;Jonas Volek;36449;2467;402036;36990,36991,36992,36993;english
32;126238768;Gunnar;Nicolas Lopez;36450;2468;401952;36994,36995,36996,36997;english
32;126238768;Gunnar;Nicolas Lopez;36450;2468;401953;36994,36995,36996,36997;english
33;242846025;NatTea;Natalie Mahoney;36458;2476;401966;37027,37028,37029,37030;english
33;242846025;NatTea;Natalie Mahoney;36458;2476;401967;37027,37028,37029,37030;english
34;26751577;CrystalMay;Dmitrii Korchevinin;34848;2374;402045;35232,35233,35234,35235;russian
35;68025713;|_|_| K O /| b H U K;Dima Krupnov;34878;2423;401971;36809,36810,36811,36812;russian
35;68025713;|_|_| K O /| b H U K;Dima Krupnov;34878;2423;401972;36809,36810,36811,36812;russian
36;48639595;KawaiiSocks;Temirlan Tattybekov;34874;2380;401863;35236,35237,35238,35239;russian
36;48639595;KawaiiSocks;Temirlan Tattybekov;34874;2380;401864;35236,35237,35238,35239;russian
37;55666790;Zais;Nikita Zakharov;34875;2382;401969;35536,35537,35538,35539;russian
37;55666790;Zais;Nikita Zakharov;34875;2382;401970;35536,35537,35538,35539;russian
38;57578110;BLACKARXANGEL;Vladislav Ivachshenko;34876;2383;401857;35240,35241,35242,35243;russian
38;57578110;BLACKARXANGEL;Vladislav Ivachshenko;34876;2383;401858;35240,35241,35242,35243;russian
39;76271205;ArsZeeqq;Arsenii Usov;36389;2387;401883;36390,36391,36392,36393;russian
39;76271205;ArsZeeqq;Arsenii Usov;36389;2387;401884;36390,36391,36392,36393;russian
40;77415789;Inmateoo;Dmitriy Filinov;35248;2388;401975;35540,35541,35542,35543;russian
40;77415789;Inmateoo;Dmitriy Filinov;35248;2388;401976;35540,35541,35542,35543;russian
41;83038675;Lex;Aleksei Filippov;34889;2424;402046;36813,36814,36815,36816;russian
41;83038675;Lex;Aleksei Filippov;34889;2424;402059;36813,36814,36815,36816;russian
42;87283048;Maelstorm;Vladimir Kuzminov;34898;2391;401979;35544,35545,35546,35547;russian
42;87283048;Maelstorm;Vladimir Kuzminov;34898;2391;401980;35544,35545,35546,35547;russian
43;100250283;4ce;Nikita Kotkov;36403;2396;401887;36404,36405,36406,36407;russian
43;100250283;4ce;Nikita Kotkov;36403;2396;401888;36404,36405,36406,36407;russian
44;101756505;Cloud Fox;VIKTOR KULICHEVSKIY;34914;2397;401983;35548,35549,35551,35552;russian
44;101756505;Cloud Fox;VIKTOR KULICHEVSKIY;34914;2397;401984;35548,35549,35551,35552;russian
45;104433897;JAM;Aleksandr Korotkov;34916;2400;401985;35891,35892,35893,35894;russian
45;104433897;JAM;Aleksandr Korotkov;34916;2400;401986;35891,35892,35893,35894;russian
46;111568542;Autodestruction;Medvedeva Daria Dmitrievna;37074;2486;402073;37075,37076,37077,37078;russian
46;111568542;Autodestruction;Medvedeva Daria Dmitrievna;37074;2486;402074;37075,37076,37077,37078;russian
47;113740361;Mortalles;Dmitrii Arzhilovskii;34919;2402;401987;35899,35900,35901,35902;russian
47;113740361;Mortalles;Dmitrii Arzhilovskii;34919;2402;401988;35899,35900,35901,35902;russian
48;159020918;RodjER;Vladimir Nikogosian;36413;2431;401914;36842,36843,36844,36845;russian
48;159020918;RodjER;Vladimir Nikogosian;36413;2431;401915;36842,36843,36844,36845;russian
49;166312089;EiriteL;Daria Morozova;35148;2411;401877;35249,35250,35251,35252;russian
49;166312089;EiriteL;Daria Morozova;35148;2411;401878;35249,35250,35251,35252;russian
50;178638015;MEGACREEP;Yernar Urazbayev;35150;2432;401916;36846,36847,36848,36849;russian
50;178638015;MEGACREEP;Yernar Urazbayev;35150;2432;401917;36846,36847,36848,36849;russian
51;404150207;y0nd;Gleb Vazhnov;35165;2416;401928;35952,35953,35954,35955;russian
51;404150207;y0nd;Gleb Vazhnov;35165;2416;401929;35952,35953,35954,35955;russian
52;899273569;Vasilisa;Vasilisa Chernova;26817;2484;402057;26822,26823,26824,26825;russian
52;899273569;Vasilisa;Vasilisa Chernova;26817;2484;402058;26822,26823,26824,26825;russian
53;295697470;Immersion;Aleksandr Khmelevskoi;36871;2438;401932;36872,36873,36874,36875;russian
53;295697470;Immersion;Aleksandr Khmelevskoi;36871;2438;401933;36872,36873,36874,36875;russian
54;144752057;Grayne;Anton Afanasenko;36421;2441;401940;36884,36885,36886,36887;russian
54;144752057;Grayne;Anton Afanasenko;36421;2441;401941;36884,36885,36886,36887;russian
55;115396647;gexsun;Владимир Петряев;35965;2442;401995;36888,36889,36890,36891;russian
55;115396647;gexsun;Владимир Петряев;35965;2442;401996;36888,36889,36890,36891;russian
56;107644273;Smile;Сергей Ревин;36423;2443;401997;36892,36893,36894,36895;russian
56;107644273;Smile;Сергей Ревин;36423;2443;401998;36892,36893,36894,36895;russian
57;94049589;Fng;Artem Barshak;35971;2420;402001;35972,35973,35974,35975;russian
57;94049589;Fng;Artem Barshak;35971;2420;402002;35972,35973,35974,35975;russian
58;80542879;Adekvat;Rustam Mavliutov;36427;2447;402007;36908,36909,36910,36911;russian
58;80542879;Adekvat;Rustam Mavliutov;36427;2447;402008;36908,36909,36910,36911;russian
59;59690707;Er-Kratos;Dimas Enrique Romero Fernández;34877;2384;401859;35244,35245,35246,35247;spanish
59;59690707;Er-Kratos;Dimas Enrique Romero Fernández;34877;2384;401860;35244,35245,35246,35247;spanish
60;86804163;FalcoStyle;Huester Esley Alejandro Valenzuela Davila;34891;2425;402060;36817,36818,36819,36820;spanish
60;86804163;FalcoStyle;Huester Esley Alejandro Valenzuela Davila;34891;2425;402061;36817,36818,36819,36820;spanish
61;112151448;Cutipo;frank williams galan cutipa;34918;2427;402062;36825,36826,36827,36828;spanish
61;112151448;Cutipo;frank williams galan cutipa;34918;2427;402063;36825,36826,36827,36828;spanish
62;123044675;Lucky;Kevin Nahyr Muñoz Carbajal;36829;2428;401906;36830,36831,36832,36833;spanish
62;123044675;Lucky;Kevin Nahyr Muñoz Carbajal;36829;2428;401907;36830,36831,36832,36833;spanish
63;123156879;Necca;Luis Gomez;34995;2404;401989;35903,35904,35905,35906;spanish
63;123156879;Necca;Luis Gomez;34995;2404;401990;35903,35904,35905,35906;spanish
64;156331087;D1smar;Jose Dismar Cahuajulca Levano;35147;2430;401912;36838,36839,36840,36841;spanish
64;156331087;D1smar;Jose Dismar Cahuajulca Levano;35147;2430;401913;36838,36839,36840,36841;spanish
65;176565294;YoloSergio;Sergio André Pérez Chávez;35149;2412;401879;35253,35254,35255,35256;spanish
65;176565294;YoloSergio;Sergio André Pérez Chávez;35149;2412;401880;35253,35254,35255,35256;spanish
66;302568414;RedMonster;Jhon Albert Mamani;37058;2482;402053;37059,37060,37061,37062;spanish
66;302568414;RedMonster;Jhon Albert Mamani;37058;2482;402054;37059,37060,37061,37062;spanish
67;317506304;Mr.Jeans;JEAN FRANCO NATIVIDAD;35162;2434;401924;36854,36855,36856,36857;spanish
67;317506304;Mr.Jeans;JEAN FRANCO NATIVIDAD;35162;2434;401925;36854,36855,36856,36857;spanish
68;343774159;Polaris;Gabriel García Dávalos;35163;2435;402064;36858,36859,36860,36861;spanish
69;349310876; MoOz;Joel Mori Ozambela;35164;2436;401926;36862,36863,36864,36865;spanish
69;349310876; MoOz;Joel Mori Ozambela;35164;2436;401927;36862,36863,36864,36865;spanish
70;1012061568;StingeJ2;Steve Vargas;35177;2417;401930;35956,35957,35958,35959;spanish
70;1012061568;StingeJ2;Steve Vargas;35177;2417;401931;35956,35957,35958,35959;spanish
71;320349882;Ozymandias;Gabriel Herencia;36866;2437;402047;36867,36868,36869,36870;spanish
71;320349882;Ozymandias;Gabriel Herencia;36866;2437;402048;36867,36868,36869,36870;spanish
72;221887910;RichiCaster;Richard J. Torrejon Meza;36419;2439;401934;36876,36877,36878,36879;spanish
72;221887910;RichiCaster;Richard J. Torrejon Meza;36419;2439;401935;36876,36877,36878,36879;spanish
73;163662059;DoRaYaKi;Jhonatan López Q.;36420;2440;401938;36880,36881,36882,36883;spanish
73;163662059;DoRaYaKi;Jhonatan López Q.;36420;2440;401939;36880,36881,36882,36883;spanish
74;125455301;MiHawk;Leonardo Astete;37079;2487;402075;37089,37090,37091,37092;spanish
75;112823881;DonCookie;Oscar Idiáquez;36422;2480;402049;37050,37051,37052,37053;spanish
75;112823881;DonCookie;Oscar Idiáquez;36422;2480;402050;37050,37051,37052,37053;spanish
76;101054160;Imperius;Luis Cuadros;;;;;spanish
77;94923783;Masoku;Jair Alex Davila Matallana;35257;2419;401881;35966,35968,35969,35970;spanish
77;94923783;Masoku;Jair Alex Davila Matallana;35257;2419;401882;35966,35968,35969,35970;spanish
78;74378317;Flapjack;Julian Esnaider Carbajal Ylave;36428;2448;402009;36912,36913,36914,36915;spanish
78;74378317;Flapjack;Julian Esnaider Carbajal Ylave;36428;2448;402010;36912,36913,36914,36915;spanish
79;59463394;Leostyle^^;Leonardo David Sifuentes Garcia;36429;2449;402011;36916,36917,36918,36919;spanish
79;59463394;Leostyle^^;Leonardo David Sifuentes Garcia;36429;2449;402012;36916,36917,36918,36919;spanish
80;40936819;Blue;Marco Espinoza;36430;2450;401942;36920,36921,36922,36923;spanish
80;40936819;Blue;Marco Espinoza;36430;2450;401943;36920,36921,36922,36923;spanish
81;22793772;Chilling;Leunam Chavez;37098;2489;402078;37099,37100,37101,37102;spanish
81;22793772;Chilling;Leunam Chavez;37098;2489;402079;37099,37100,37101,37102;spanish
82;102556298;Dkgamer;David Nina Sulca;36443;2460;402023;36961,36962,36963,36964;spanish
82;102556298;Dkgamer;David Nina Sulca;36443;2460;402024;36961,36962,36963,36964;spanish
83;104196230;Mr.Choco;Rikardo Mendoza Mattos;36444;2461;402025;36965,36966,36967,36968;spanish
83;104196230;Mr.Choco;Rikardo Mendoza Mattos;36444;2461;402026;36965,36966,36967,36968;spanish
84;116326606;Giulio;Julio Nuñez Murillo;36446;2463;402041;36973,36974,36975,36976;spanish
84;116326606;Giulio;Julio Nuñez Murillo;36446;2463;402042;36973,36974,36975,36976;spanish
85;117089283;Panda;Jose Padilla;36977;2464;402029;36978,36979,36980,36981;spanish
85;117089283;Panda;Jose Padilla;36977;2464;402030;36978,36979,36980,36981;spanish
86;121604932;Aaron Galvez Tapayuri;Aaron Isai Galvez Tapayuri;36447;2465;402031;36982,36983,36984,36985;spanish
86;121604932;Aaron Galvez Tapayuri;Aaron Isai Galvez Tapayuri;36447;2465;402032;36982,36983,36984,36985;spanish
87;122501532;Judro;Edgar Rodrigo Morales Sotelo;36448;2466;402033;36986,36987,36988,36989;spanish
87;122501532;Judro;Edgar Rodrigo Morales Sotelo;36448;2466;402034;36986,36987,36988,36989;spanish
88;128947109;Tio Inka;Paul Richard de la Cruz Gomez;36451;2469;401954;36998,36999,37000,37001;spanish
88;128947109;Tio Inka;Paul Richard de la Cruz Gomez;36451;2469;401955;36998,36999,37000,37001;spanish
89;155332459;Matthew;Farith Puente;36454;2481;402067;37054,37055,37056,37057;spanish
89;155332459;Matthew;Farith Puente;36454;2481;402068;37054,37055,37056,37057;spanish
90;187871574;STUDY;Cristopher Fuentes ;37014;2473;401960;37015,37016,37017,37018;spanish
90;187871574;STUDY;Cristopher Fuentes ;37014;2473;401961;37015,37016,37017,37018;spanish
91;193079821;Umi Hyu;Stephanie Sheryl Calderón Vargas;36456;2474;401962;37019,37020,37021,37022;spanish
91;193079821;Umi Hyu;Stephanie Sheryl Calderón Vargas;36456;2474;401963;37019,37020,37021,37022;spanish
92;198163645;Nois;Jeancarlo Gamarra;36457;2475;401964;37023,37024,37025,37026;spanish
92;198163645;Nois;Jeancarlo Gamarra;36457;2475;401965;37023,37024,37025,37026;spanish
93;207916561;Cara;Alejandro Guzmán;;;;;spanish
94;314468507;TaO-;Darsee Esteban Egoavil Egoavil;36459;2477;402069;37031,37032,37033,37034;spanish
94;314468507;TaO-;Darsee Esteban Egoavil Egoavil;36459;2477;402070;37031,37032,37033,37034;spanish
95;89149892;bbc;ZhangHongSheng;34899;2392;401865;34900,34901,34902,34903;schinese
95;89149892;bbc;ZhangHongSheng;34899;2392;401866;34900,34901,34902,34903;schinese
96;96877519;Wind;Zhibo Wang;34909;2395;401981;34910,34911,34912,34913;schinese
96;96877519;Wind;Zhibo Wang;34909;2395;401982;34910,34911,34912,34913;schinese
97;103039499;super;苏鹏;34915;2398;401869;35863,35864,35865,35866;schinese
97;103039499;super;苏鹏;34915;2398;401870;35863,35864,35865,35866;schinese
98;104324194;Tokki;Helen Xu;36408;2399;401889;36409,36410,36411,36412;schinese
98;104324194;Tokki;Helen Xu;36408;2399;401890;36409,36410,36411,36412;schinese
99;107803494;Ori;JIAOYANG ZENG;34917;2401;;35895,35896,35897,35898;schinese
100;123697330;FreeAgain;PENG HAO;34996;2405;401991;35927,35928,35929,35930;schinese
100;123697330;FreeAgain;PENG HAO;34996;2405;401992;35927,35928,35929,35930;schinese
101;124168390;Mad;程瀚;34997;2406;401871;35931,35932,35933,35934;schinese
101;124168390;Mad;程瀚;34997;2406;401872;35931,35932,35933,35934;schinese
102;125210835;璨璨C.C.;CANCAN SHI;34998;2407;401993;35935,35936,35937,35938;schinese
102;125210835;璨璨C.C.;CANCAN SHI;34998;2407;401994;35935,35936,35937,35938;schinese
103;136356404;M4;SUN YABIN;34999;2408;401873;35939,35940,35941,35942;schinese
103;136356404;M4;SUN YABIN;34999;2408;401874;35939,35940,35941,35942;schinese
104;138543123;Pyw;熊家晗;35144;2409;401875;35943,35944,35945,35946;schinese
104;138543123;Pyw;熊家晗;35144;2409;401876;35943,35944,35945,35946;schinese
105;138857296;JT-;JUN WEN THIAY;35145;2429;401908;36834,36835,36836,36837;schinese
105;138857296;JT-;JUN WEN THIAY;35145;2429;401909;36834,36835,36836,36837;schinese
106;143693439;Dy;丁聪;35146;2410;401910;35947,35948,35949,35951;schinese
106;143693439;Dy;丁聪;35146;2410;401911;35947,35948,35949,35951;schinese
107;223811523;赤小兔;李琼;37069;2485;402071;37070,37071,37072,37073;schinese
107;223811523;赤小兔;李琼;37069;2485;402072;37070,37071,37072,37073;schinese
108;188850333;Dove;Tiange Zhang;35960;2418;401936;35961,35962,35963,35964;schinese
108;188850333;Dove;Tiange Zhang;35960;2418;401937;35961,35962,35963,35964;schinese
109;89045027;Mashall;Shaowei Ma;36425;2445;402003;36900,36901,36902,36903;schinese
109;89045027;Mashall;Shaowei Ma;36425;2445;402004;36900,36901,36902,36903;schinese
110;103386764; LavenderAA;Li Qiming;35976;2421;402013;35977,35978,35979,35980;schinese
110;103386764; LavenderAA;Li Qiming;35976;2421;402014;35977,35978,35979,35980;schinese
111;139186922;Ams;ChenJuan;35258;2451;401944;36924,36925,36926,36927;schinese
111;139186922;Ams;ChenJuan;35258;2451;401945;36924,36925,36926,36927;schinese
112;863145913;蛋糕;曾淑怡;37040;2478;402037;37041,37042,37043,37044;schinese
112;863145913;蛋糕;曾淑怡;37040;2478;402038;37041,37042,37043,37044;schinese
113;182379128;Ero;李垚;36431;2452;402065;36928,36929,36930,36931;schinese
113;182379128;Ero;李垚;36431;2452;402066;36928,36929,36930,36931;schinese
114;84772440;iceiceice;Koh Pei Xiang Daryl;37045;2479;402039;37046,37047,37048,37049;schinese
114;84772440;iceiceice;Koh Pei Xiang Daryl;37045;2479;402040;37046,37047,37048,37049;schinese
115;92607797;Yuno;JING WANG;36441;2458;402019;36953,36954,36955,36956;schinese
115;92607797;Yuno;JING WANG;36441;2458;402020;36953,36954,36955,36956;schinese
116;140888552;Luna;WANG MIQI;36452;2470;401956;37002,37003,37004,37005;schinese
116;140888552;Luna;WANG MIQI;36452;2470;401957;37002,37003,37004,37005;schinese
117;148215639;Monet;杜鹏;36453;2471;402043;37006,37007,37008,37009;schinese
117;148215639;Monet;杜鹏;36453;2471;402044;37006,37007,37008,37009;schinese
118;185908355;Lou;楼桢;36455;2472;401958;37010,37011,37012,37013;schinese
118;185908355;Lou;楼桢;36455;2472;401959;37010,37011,37012,37013;schinese
